"","ID","hour0","hour1","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour2","hour20","hour21","hour22","hour23","hour3","hour4","hour5","hour6","hour7","hour8","hour9","total"
"484",484,"1","48","1","1","2","3","4","5","4","3","1","1","15","1","1","3","3","43","68","59","7","1","1","1","1"
"485",485,"1","84","1","1","2","3","4","5","4","3","1","1","29","1","1","3","1","4","10","6","4","1","1","1","1"
"486",486,"1","27","1","1","2","3","4","5","1","1","1","1","5","1","1","1","3","5","6","59","14","1","1","1","1"
"487",487,"16","6","1","4","2","3","4","5","4","3","1","1","73","1","1","3","3","49","27","23","66","1","1","1","1"
"488",488,"6","52","1","4","6","3","4","5","4","3","1","1","32","1","1","12","3","24","5","50","32","1","1","1","1"
"489",489,"1","6","1","4","2","3","4","5","4","3","1","1","46","1","1","1","3","62","19","59","32","1","1","1","1"
"490",490,"1","26","1","4","2","3","4","5","4","3","1","1","17","1","1","3","3","4","31","67","48","23","1","1","1"
"491",491,"18","7","1","2","1","2","3","3","1","1","4","5","16","4","4","8","3","25","1","6","44","3","1","2","3"
"492",492,"51","1","4","4","3","3","2","5","2","2","5","4","41","2","2","1","3","30","4","2","12","23","1","2","2"
"493",493,"55","1","1","4","2","3","4","5","4","3","1","1","56","1","1","3","3","41","18","16","65","3","1","1","1"
"494",494,"23","52","1","4","2","3","4","5","4","3","1","1","8","1","1","3","3","22","68","69","14","1","1","1","1"
"495",495,"23","38","1","4","2","3","4","5","4","3","1","1","4","1","1","3","3","32","67","9","14","22","1","1","1"
"496",496,"40","29","1","4","2","3","4","5","4","3","1","1","24","8","1","3","5","4","30","46","5","18","1","1","1"
"497",497,"1","1","1","4","2","3","4","5","4","3","1","1","66","1","1","3","3","2","3","26","48","23","1","1","1"
"498",498,"45","18","1","4","2","3","4","5","4","3","1","1","81","1","1","1","12","33","65","56","6","1","1","1","1"
"499",499,"1","1","1","4","2","3","4","5","4","3","1","1","20","1","1","3","3","26","25","6","55","3","1","1","1"
"500",500,"1","12","1","4","6","3","4","5","4","3","1","1","40","8","1","5","2","70","55","15","14","1","1","3","1"
"501",501,"6","1","3","4","5","3","3","5","3","5","5","4","27","5","5","1","3","48","34","2","26","3","1","2","4"
"502",502,"1","69","5","4","6","3","4","5","4","3","1","6","16","7","1","7","3","35","24","64","13","5","1","1","6"
"503",503,"45","18","5","4","6","3","7","5","4","3","1","6","13","7","6","5","3","39","24","5","25","1","1","10","6"
"504",504,"24","17","4","6","3","2","2","3","2","2","5","4","54","2","2","5","1","62","64","48","11","1","1","2","2"
"505",505,"1","73","1","2","1","2","3","3","3","1","4","5","44","4","5","6","1","11","55","30","43","1","1","2","3"
"506",506,"13","53","2","4","3","3","2","5","2","2","3","2","40","2","2","4","3","2","24","45","6","3","1","2","2"
"507",507,"1","26","5","4","2","3","4","5","4","3","1","1","24","1","1","3","15","20","29","24","6","1","1","1","1"
"508",508,"2","18","1","4","2","3","4","5","4","3","1","1","74","1","1","1","3","10","14","34","4","1","1","1","1"
"509",509,"17","1","5","4","6","3","7","5","4","3","1","6","13","7","6","4","15","4","51","35","14","1","1","1","6"
"510",510,"1","10","1","1","2","3","4","5","4","3","1","1","41","1","1","1","1","4","66","53","14","7","1","1","1"
"511",511,"13","26","1","1","2","3","4","1","4","3","1","1","31","1","1","3","1","63","2","15","19","1","1","1","1"
"512",512,"32","57","1","1","1","1","3","1","1","1","4","5","46","4","4","6","15","23","19","57","11","1","1","1","3"
"513",513,"35","1","1","4","2","3","4","5","4","3","1","1","25","1","1","1","3","5","36","60","57","1","1","1","1"
"514",514,"6","4","1","4","2","3","4","5","4","3","1","1","8","1","1","3","15","23","5","24","32","3","1","1","1"
"515",515,"6","5","1","4","2","3","4","5","4","3","1","1","20","1","1","6","1","31","51","18","28","1","1","1","1"
"516",516,"15","8","1","1","2","1","4","1","4","3","1","1","28","1","1","1","1","25","54","33","6","1","1","1","1"
"517",517,"32","1","1","1","1","1","3","1","1","1","4","5","83","4","4","1","1","11","4","64","39","1","1","1","3"
"518",518,"1","32","1","4","5","3","5","4","3","1","5","4","41","6","5","1","3","11","44","22","10","1","1","1","4"
"519",519,"1","32","1","4","2","3","4","5","4","3","1","1","46","1","1","3","1","62","40","2","29","1","1","1","1"
"520",520,"7","33","4","1","3","3","2","1","3","5","5","4","27","5","2","1","1","57","4","60","24","1","1","1","5"
"521",521,"54","1","1","1","2","1","4","1","1","1","1","1","32","1","1","4","3","72","20","30","37","5","1","1","1"
"522",522,"54","72","1","1","1","1","3","1","1","1","4","5","91","4","8","1","3","62","45","55","7","1","1","1","3"
"523",523,"36","27","1","4","2","3","4","6","1","1","2","5","31","1","4","1","3","51","16","60","29","3","1","1","1"
"524",524,"15","28","5","1","6","3","7","5","4","3","1","6","33","7","1","4","4","2","71","41","2","2","1","10","6"
"525",525,"23","64","1","1","4","4","1","2","1","1","2","3","8","3","3","6","3","40","51","45","13","3","1","1","1"
"526",526,"24","19","1","4","4","3","1","5","1","1","2","3","40","3","3","1","3","77","73","26","17","9","1","1","1"
"527",527,"1","34","1","4","2","3","4","5","4","3","1","1","4","1","1","4","3","9","55","1","2","11","1","10","1"
"528",528,"15","41","5","4","6","3","7","5","4","3","1","6","75","7","6","6","3","18","62","26","38","4","1","1","6"
"529",529,"23","13","1","4","2","3","4","5","4","3","1","1","24","1","1","3","1","5","40","30","1","1","1","1","1"
"530",530,"24","8","1","5","2","3","4","5","4","3","1","1","24","1","1","3","3","75","67","13","9","1","2","10","1"
"531",531,"6","17","1","4","2","3","4","5","4","3","1","1","81","8","6","6","24","66","27","30","53","1","1","10","1"
"532",532,"10","41","2","1","3","3","2","3","3","5","5","4","30","5","1","9","3","62","40","38","24","18","1","3","5"
"533",533,"2","6","5","4","6","3","7","2","4","3","1","6","45","7","1","5","1","7","28","11","6","1","1","1","1"
"534",534,"1","74","1","1","2","6","4","2","1","1","2","5","8","1","3","1","19","20","17","46","34","1","1","1","1"
"535",535,"1","91","1","2","4","6","1","3","1","1","2","3","85","6","2","3","1","32","51","6","8","13","1","2","1"
"536",536,"55","34","4","4","3","2","2","3","3","2","5","4","10","2","2","1","5","10","61","24","4","5","1","2","5"
"537",537,"1","71","4","1","3","3","2","5","3","5","5","4","8","5","1","7","24","19","28","38","16","1","1","1","5"
"538",538,"1","2","1","4","2","3","4","5","4","3","1","1","13","1","1","3","1","33","71","36","23","1","1","1","1"
"539",539,"1","28","1","1","1","3","3","5","1","1","4","5","13","4","6","3","19","51","20","60","13","1","1","1","1"
"540",540,"19","3","5","4","6","3","7","6","4","3","1","6","17","7","6","9","15","22","41","14","21","1","1","1","6"
"541",541,"1","22","1","2","4","3","1","2","1","1","2","3","24","3","1","1","12","34","37","34","32","15","1","1","1"
"542",542,"29","2","1","4","2","2","4","3","4","3","1","1","85","1","1","3","1","69","31","70","48","8","1","6","1"
"543",543,"26","11","4","2","3","2","2","3","2","5","5","4","2","5","5","5","2","9","46","23","49","1","2","10","2"
"544",544,"30","4","3","4","3","3","3","1","3","5","5","4","13","5","1","1","1","22","69","2","25","1","1","1","5"
"545",545,"2","23","1","1","2","3","4","5","4","3","1","1","34","1","1","1","3","27","55","2","45","7","1","1","1"
"546",546,"54","43","5","4","6","3","7","5","4","3","1","1","30","1","2","5","3","25","23","24","11","1","1","10","6"
"547",547,"30","28","4","2","3","1","2","1","2","5","5","4","88","5","4","1","1","29","38","24","26","7","1","6","5"
"548",548,"17","2","1","1","1","1","3","1","1","1","4","5","54","4","4","1","2","31","15","73","7","1","1","2","1"
"549",549,"40","49","2","4","3","2","2","3","2","2","3","2","15","2","2","3","1","59",NA,"23","39","1","1","2","2"
"550",550,"4","68","1","4","2","3","4","5","1","1","1","1","17","1","1","1","5","2",NA,"56","29","1","1","1","1"
"551",551,"26","46","1","4","6","3","4","5","4","3","1","6","17","7","1","3","3","4",NA,"13","36","1","1","1","6"
"552",552,"4","43","1","1","2","3","4","5","4","3","1","1","1","1","1","1","1","4",NA,"36","39","1","1","1","1"
"553",553,"22","41","1","1","2","3","4","5","4","3","1","1","34","1","1","1","3","43",NA,"73","39","1","1","1","1"
"554",554,"2","40","1","1","2","4","1","2","1","1","2","3","34","3","3","1","13","21",NA,"6","35","1","1","1","1"
"555",555,"30","16","1","1","4","1","1","1","1","1","2","3","46","3","4","1","1","42",NA,"18","3","3","1","1","1"
"556",556,"3","2","1","1","1","1","3","2","1","1","4","5","86","4","3","5","1","67",NA,"30","45","1","1","1","1"
"557",557,"7","71","1","4","4","2","1","4","1","1","2","3","32","6","8","1","1","5",NA,"51","53","1","1","1","1"
"558",558,"3","26","4","6","3","3","2","5","3","5","5","4","26","5","6","1","3","44",NA,"64","37","9","1","7","5"
"559",559,"30","37","5","4","6","3","7","5","4","3","1","6","15","7","6","5","1","73",NA,"41","20","1","1","7","6"
"560",560,"20","60","1","2","2","3","1","2","1","1","1","1","41","1","1","1","1","47",NA,"34","3","1","1","1","1"
"561",561,"2","13","1","1","2","2","4","3","4","3","1","1","51","1","2","1","1","31",NA,"2","29","1","1","2","1"
"562",562,"44","2","2","2","3","1","2","3","2","2","3","2","24","2","4","1","21","2",NA,"24","13","1","1","2","2"
"563",563,"53","11","1","1","1","2","3","3","1","1","4","5","13","4","4","1","2","54",NA,"64","28","1","1","11","3"
"564",564,"20","26","4","2","3","2","2","3","2","2","5","4","3","2","2","2","2","50",NA,"44","3","1","1","2","2"
"565",565,"2","18","4","1","3","1","2","1","3","5","5","4","5","5","4","1","2","15",NA,"30","29","1","1","2","5"
"566",566,"29","37","1","2","2","1","4","1","1","1","1","5","40","1","1","1","2","2",NA,"60","20","8","1","1","1"
"567",567,"9","67","1","2","1","2","3","3","1","1","4","3","15","4","2","2","2","74",NA,"22","46","6","1","2","1"
"568",568,"5","8","2","2","3","2","2","3","2","2","5","4","45","2","2","2","2","72",NA,"22","49","19","1","2","2"
"569",569,"22","32","2","2","3","2","2","3","2","2","3","2","73","2","2","2","2","4",NA,"71","28","1","1","2","2"
"570",570,"9","21","2","2","3","2","2","3","2","2","3","2","6","2","2","1","1","56",NA,"4","3","1","1","2","2"
"571",571,"4","2","4","2","3","2","2","3","2","2","5","4","20","2","2","2","2","18",NA,"59","52","14","1","4","2"
"572",572,"9","60","2","2","3","2","2","3","2","2","3","2","76","2","2","2","1","38",NA,"24","29","1","1","4","2"
"573",573,"5","30","1","1","4","2","1","3","1","1","2","3","36","3","2","1","6","4",NA,"42","29","1","1","9","1"
"574",574,"7","13","4","5","3","2","2","3","2","2","5","4","47","5","2","2","2","4",NA,"56","52","1","1","2","2"
"575",575,"3","50","1","1","4","2","2","2","1","1","3","3","46","3","3","1","1","45",NA,"11","37","1","1","1","1"
"576",576,"3","66","1","1","4","1","1","1","1","1","2","3","1","3","3","2","1","7",NA,"8","37","6","1","1","1"
"577",577,"14","37","1","2","1","1","3","1","1","1","4","5","1","4","4","1","1","44",NA,"51","37","1","1","1","1"
"578",578,"3","5","1","2","1","2","3","3","1","1","4","5","31","4","4","1","9","79",NA,"74","28","13","1","7","3"
"579",579,"5","42","4","2","3","2","2","3","2","2","5","4","10","5","2","2","2","1",NA,"38","24","8","1","6","5"
"580",580,"14","12","2","2","3","2","2","3","2","2","3","2","54","2","2","2","16","29",NA,"11","43","13","1","11","2"
"581",581,"3","30","2","2","3","2","2","3","2","2","3","2","8","2","7","2","8","18",NA,"51","29","1","1","11","2"
"582",582,"17","54","2","2","3","2","2","3","2","2","3","2","27","2","2","2","2","18",NA,"45","47","4","1","2","2"
"583",583,"3","81","2","2","3","2","2","3","2","2","3","2","27","2","2","2","2","8",NA,"67","16","1","1","8","2"
"584",584,"14","67","4","2","3","2","2","3","2","5","5","4","54","5","2","2","2","63",NA,"26","5","4","1","2","5"
"585",585,"3","66","2","1","4","2","2","3","2","2","3","2","1","2","2","2","2","5",NA,"74","39","1","1","2","2"
"586",586,"3","37","4","2","3","2","2","3","2","2","5","4","69","2","2","2","2","31",NA,"68","59","1","1","2","2"
"587",587,"4","66","2","2","3","2","2","3","2","2","3","2","17","2","2","2","2","1",NA,"49","10","10","1","11","2"
"588",588,"43","71","2","2","3","2","2","3","2","2","3","2","24","2","2","2","2","35",NA,"37","35","8","1","2","2"
"589",589,"12","21","2","2","3","2","2","3","2","2","3","2","11","2","2","2","2",NA,NA,"74","37","4","1","2","2"
"590",590,"43","44","2","2","3","2","2","3","2","2","3","2","50","2","2","2","2",NA,NA,"59","18","6","1","2","2"
"591",591,"53","18","2","2","3","2","2","3","2","2","3","2","79","2","2","2","2",NA,NA,"53","3","13","1","2","2"
"592",592,"3","30","2","2","3","2","2","3","2","2","3","2","42","2","2","2","2",NA,NA,"15","61","1","1","2","2"
"593",593,"5","78","2","2","3","2","2","3","2","2","3","2","51","2","2","2","2",NA,NA,"13","46","16","1","2","2"
"594",594,"12","16","2","2","3","2","2","3","2","2","3","2","34","2","2","2","8",NA,NA,"54","37","20","1","2","2"
"595",595,"9","3","4","2","3","2","2","3","3","5","5","4","74","5","2","2","2",NA,NA,"25","51","16","1","2","5"
"596",596,"20","29","2","2","3","2","2","3","2","2","3","2","24","2","2","2","2",NA,NA,"35","43","1","1","2","2"
"597",597,"9","15","1","2","4","2","2","2","1","1","2","3","38","6","2","2","2",NA,NA,"42","4","1","1","2","1"
"598",598,"7","67","2","2","3","2","2","3","2","2","3","2","33","2","2","2","2",NA,NA,"10","39","1","1","2","2"
"599",599,"3","9","2","2","3","2","2","3","2","2","3","2","68","2","2","2","8",NA,NA,"19","58","1","1","2","2"
"600",600,"41","13","2","2","3","2","2","3","2","2","3","2","89","2","2","2","2",NA,NA,"11","3","1","1","2","2"
"601",601,"3","2","2","2","3","2","2","3","2","2","3","2","32","2","2","2","2",NA,NA,"75","48","1","1","2","2"
"602",602,"41","2","2","2","3","2","2","3","2","2","3","2","57","2","2","2","2",NA,NA,"64","39","1","1","2","2"
"603",603,"20","16","1","2","4","2","2","2","1","1","3","3","40","3","2","2","2",NA,NA,"60","35","1","1","2","1"
"604",604,"29","37","2","2","4","2","2","3","1","1","3","3","41","2","2","2","2",NA,NA,"11","49","17","1","2","1"
"605",605,"3","3","2","2","3","2","2","3","2","2","3","2","3","2","2","2","2",NA,NA,"33","61","1","1","2","2"
"606",606,"3","81","2","5","3","2","2","3","2","2","3","2","17","2","2","2","2",NA,NA,"63","36","4","1","2","2"
"607",607,"10","3","4","2","3","2","2","3","2","2","5","4","6","2","2","2","2",NA,NA,"15","37","14","1","2","2"
"608",608,"5","47","2","2","3","2","2","3","2","2","3","2","70","2","2","2","2",NA,NA,"15","12","10","1","2","2"
"609",609,"51","53","2","2","3","2","2","3","2","2","3","2","44","2","2","2","25",NA,NA,"71","19","1","1","6","2"
"610",610,"43","3","2","2","3","2","2","3","2","2","3","2","13","2","2","2","16",NA,NA,"45","5","16","1","2","2"
"611",611,"32","47","2","2","3","2","2","3","2","2","3","2","18","2","2","2","2",NA,NA,"12","20","1","1","2","2"
"612",612,"14","3","2","2","3","2","2","3","2","2","3","2","76","2","2","2","1",NA,NA,"49","61","14","1","2","2"
"613",613,"5","13","2","2","3","2","1","2","2","2","3","2","61","2","3","1","1",NA,NA,"25","23","1","1","1","2"
"614",614,"5","28","1","1","4","2","2","2","1","1","2","3","45","3","3","2","2",NA,NA,"50","29","1","1","8","1"
"615",615,"60","63","2","2","3","2","2","3","2","2","3","2","60","2","2","1","2",NA,NA,NA,"52","12","1","8","2"
"616",616,"3","49","4","1","3","2","2","3","3","5","5","4","74","5","2","2","2",NA,NA,NA,"3","14","1","2","5"
"617",617,"3","3","2","2","3","4","1","3","2","2","3","2","6","2","2","1","1",NA,NA,NA,"3","1","1","4","2"
"618",618,"4","2","1","2","4","4","1","2","1","1","2","3","51","3","3","2","6",NA,NA,NA,"49","1","1","1","1"
"619",619,"12","40","1","2","4","2","2","3","1","1","2","3","10","6","3","1","12",NA,NA,NA,"47","1","1","4","1"
"620",620,"10","26","4","2","3","2","2","3","2","2","5","4","66","5","2","2","2",NA,NA,NA,"24","1","1","2","2"
"621",621,"9","55","2","2","3","2","2","3","2","2","3","2","8","2","2","2","2",NA,NA,NA,"52","1","1","5","2"
"622",622,"37","92","2","2","3","2","2","3","2","2","3","2","10","2","2","14","2",NA,NA,NA,"6","1","1","2","2"
"623",623,"5","40","4","2","3","2","2","3","3","5","5","4","22","5","2","2","2",NA,NA,NA,"37","6","1","2","5"
"624",624,"3","61","2","2","3","2","2","3","2","2","3","2","56","2","2","14","12",NA,NA,NA,"3","13","1","2","2"
"625",625,"3","21","4","1","3","2","2","3","3","5","5","4","17","2","2","2","14",NA,NA,NA,"37","1","1","2","5"
"626",626,"10","13","2","2","3","2","2","3","2","2","3","2","13","2","2","2","2",NA,NA,NA,"56","4","1","8","2"
"627",627,"20","3","1","2","4","2","2","3","1","1","2","3","52","3","2","2","2",NA,NA,NA,"37","14","1","2","1"
"628",628,"3","40","2","2","3","2","2","3","2","2","3","2","4","2","2","2","2",NA,NA,NA,"12","20","1","2","2"
"629",629,"3","2","2","2","3","2","2","3","2","2","3","2","33","2","2","2","2",NA,NA,NA,"23","1","1","2","2"
"630",630,"47","51","4","2","3","2","2","3","2","2","5","4","3","2","2","1","10",NA,NA,NA,"51","1","1","2","2"
"631",631,"22","55","2","2","3","2","2","3","2","2","3","2","17","2","2","2","7",NA,NA,NA,"1","19","1","2","2"
"632",632,"17","44","1","2","3","2","2","3","2","2","3","2","24","2","2","1","2",NA,NA,NA,"64","1","1","2","2"
"633",633,"3","55","2","2","3","2","2","3","2","2","3","2","24","2","2","1","7",NA,NA,NA,"15","12","1","2","2"
"634",634,"3","2","4","2","3","2","2","3","3","5","5","4","28","5","2","2","2",NA,NA,NA,"46","1","1","2","5"
"635",635,"14","58","2","2","3","2","2","3","2","2","3","2","87","2","2","2","7",NA,NA,NA,"3","1","1","2","2"
"636",636,"3","40","4","2","3","2","2","3","3","5","5","4","13","5","2","2","2",NA,NA,NA,"61","12","1","2","5"
"637",637,"5","1","2","2","3","2","2","3","2","2","3","2","47","2","2","2","2",NA,NA,NA,"29","1","1","2","2"
"638",638,"20","2","2","2","3","2","2","3","2","2","3","2","54","2","2","2","2",NA,NA,NA,"53","1","1","2","2"
"639",639,"33","44","4","2","3","2","2","3","2","2","5","4","11","2","2","2","18",NA,NA,NA,"39","10","1","2","2"
"640",640,"50","22","2","2","3","2","2","3","2","2","3","2","91","2","2","2","7",NA,NA,NA,"52","1","1","8","2"
"641",641,"3","87","4","2","3","2","2","3","2","2","3","2","5","2","2","2","8",NA,NA,NA,"12","1","1","5","2"
"642",642,"3","71","1","2","4","4","2","3","1","1","2","3","56","3","2","10","2",NA,NA,NA,"37","1","1","2","1"
"643",643,"5","8","2","2","4","2","2","3","2","2","3","2","83","2","2","2","2",NA,NA,NA,"47","16","1","2","2"
"644",644,"3","48","2","2","3","2","2","3","2","2","3","2","44","2","2","11","7",NA,NA,NA,"43","1","1","2","2"
"645",645,"3","49","2","2","3","1","2","2","2","2","3","2","90","2","2","11","2",NA,NA,NA,"56","1","1","2","2"
"646",646,"53","3","2","1","3","2","2","3","2","2","3","2","20","2","2","1","2",NA,NA,NA,"64","1","1","1","2"
"647",647,"3","48","1","2","3","6","2","2","1","1","4","5","70","4","2","2","8",NA,NA,NA,"3","16","1","2","1"
"648",648,"1","37","2","2","3","2","2","3","2","2","3","2","33","2","3","1","2",NA,NA,NA,"16","1","1","2","2"
"649",649,"3","55","1","2","4","6","2","3","1","1","2","3","12","3","3","2","11",NA,NA,NA,"2","16","1","2","1"
"650",650,"3","44","2","2","3","2","2","3","2","2","3","2","34","2","2","2","2",NA,NA,NA,"51","14","1","8","2"
"651",651,"1","5","2","2","3","2","2","3","2","2","3","2","52","2","2","2","2",NA,NA,NA,"27","1","1","2","2"
"652",652,"3","26","2","2","3","2","2","3","2","2","3","2","1","2","2","2","2",NA,NA,NA,"55","19","1","2","2"
"653",653,"61","21","2","2","3","2","2","3","2","2","3","2","86","2","2","2","2",NA,NA,NA,"39","6","1","2","2"
"654",654,"1","43","2","2","3","2","2","3","2","2","3","2","24","2","2","2","2",NA,NA,NA,"50","8","1","6","2"
"655",655,"1","86","2","2","3","2","2","3","2","2","3","2","27","2","2","2","2",NA,NA,NA,"31","8","1","2","2"
"656",656,"9","2","2","2","3","2","2","3","2","2","3","2","47","2","2","2","2",NA,NA,NA,"42","10","1","5","2"
"657",657,"9","54","2","2","3","2","2","3","2","2","3","2","72","2","2","2","2",NA,NA,NA,"44","6","1","2","2"
"658",658,"1","27","2","2","3","2","2","3","2","2","3","2","9","2","2","2","2",NA,NA,NA,"9","1","1","5","2"
"659",659,"37","59","2","2","3","2","2","3","2","2","3","2","35","2","2","2","6",NA,NA,NA,"59","1","1","2","2"
"660",660,"3","47","4","2","3","2","2","3","2","2","5","4",NA,"2","2","2","2",NA,NA,NA,"29","1","1","2","2"
"661",661,"2","3","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"39","1","1","5","2"
"662",662,"3","44","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"37","1","1","5","2"
"663",663,"3","48","2","4","3","3","2","5","2","2","3","2",NA,"2","2","2","16",NA,NA,NA,"12","12","1","2","2"
"664",664,"3","3","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","1",NA,NA,NA,"46","1","1","2","2"
"665",665,"7","60","1","2","7","2","2","5","4","3","1","1",NA,"1","2","2","2",NA,NA,NA,"37","20","1","2","1"
"666",666,"7","21","2","1","7","2","2","3","2","2","3","2",NA,"2","2","1","1",NA,NA,NA,"49","7","1","2","2"
"667",667,"34","37","2","2","7","2","2","3","2","2","3","2",NA,"2","2","1","2",NA,NA,NA,"51","1","1","1","2"
"668",668,"2","2","1","1","3","3","4","1","1","1","1","1",NA,"1","7","1","14",NA,NA,NA,"14","14","1","4","1"
"669",669,"56","55","2","1","3","3","2","3","2","2","3","2",NA,"2","7","1","5",NA,NA,NA,"13","1","1","4","2"
"670",670,"18","40","1","1","2","3","4","1","1","1","4","5",NA,"1","1","2","6",NA,NA,NA,"3","1","1","1","1"
"671",671,"1","3","1","2","2","2","4","3","4","1","1","1",NA,"1","1","2","2",NA,NA,NA,"51","1","1","1","1"
"672",672,"1","2","1","2","2","3","4","5","4","3","1","1",NA,"1","1","13","2",NA,NA,NA,"64","20","1","2","1"
"673",673,"1","47","2","1","3","2","2","5","2","2","3","2",NA,"2","2","3","3",NA,NA,NA,"26","4","1","2","2"
"674",674,"1","55","2","1","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"12","1","1","1","2"
"675",675,"27","63","1","2","2","2","4","5","4","3","1","1",NA,"1","1","2","2",NA,NA,NA,"25","14","1","1","1"
"676",676,"1","47","1","2","7","7","2","3","1","1","2","3",NA,"4","3","2","2",NA,NA,NA,"3","6","1","2","1"
"677",677,"3","13","2","1","7","7","2","3","2","2","3","2",NA,"2","2","2","1",NA,NA,NA,"14","19","1","5","2"
"678",678,"20","48","2","2","7","7","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"12","1","1","6","2"
"679",679,"3","35","1","2","3","2","1","3","1","1","2","3",NA,"3","2","2","2",NA,NA,NA,"5","1","1","4","1"
"680",680,"3","16","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"52","6","1","4","2"
"681",681,"3","3","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"36","1","1","2","2"
"682",682,"50","37","2","2","3","2","2","3","2","2","3","2",NA,"2","2","3","3",NA,NA,NA,"4","1","1","2","2"
"683",683,"3","48","2","4","3","2","2","5","2","2","3","2",NA,"2","2","3","3",NA,NA,NA,"39","14","1","2","2"
"684",684,"3","84","2","1","3","1","2","3","2","2","3","2",NA,"2","2","2","1",NA,NA,NA,"20","24","1","4","2"
"685",685,"3","34","1","2","2","3","3","5","4","3","1","1",NA,"1","1","10","3",NA,NA,NA,"12","2","1","1","1"
"686",686,"5","12","1","4","1","3","2","5","1","1","4","5",NA,"4","4","3","3",NA,NA,NA,"52","1","1","1","1"
"687",687,"14","21","1","4","2","3","4","5","2","2","3","3",NA,"3","1","4","2",NA,NA,NA,"33","1","1","1","2"
"688",688,"3","90","1","1","2","3","4","5","4","3","1","1",NA,"1","1","1","3",NA,NA,NA,"26","3","1","1","1"
"689",689,"22","37","1","4","2","3","4","5","4","3","1","1",NA,"1","1","3","3",NA,NA,NA,"45","1","1","1","1"
"690",690,"50","83","1","4","2","3","4","5","4","3","1","1",NA,"1","1","10","2",NA,NA,NA,"1","18","1","1","1"
"691",691,"14","16","1","2","2","3","4","5","4","3","1","1",NA,"1","1","10","2",NA,NA,NA,"39","1","1","1","1"
"692",692,"39","55","1","4","3","3","2","5","4","3","1","1",NA,"1","2","3","22",NA,NA,NA,"29","1","1","2","1"
"693",693,"4","61","2","4","2","3","2","5","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"39","1","1","1","2"
"694",694,"39","76","1","2","2","3","4","5","4","3","1","1",NA,"1","1","2","2",NA,NA,NA,"3","1","1","1","1"
"695",695,"39","81","1","2","2","2","2","3","4","3","1","1",NA,"1","2","2","22",NA,NA,NA,"47","1","1","2","1"
"696",696,"39","49","2","1","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"3","20","1","5","2"
"697",697,"21","5","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"20","17","1","2","2"
"698",698,"50","76","2","2","3","2","1","3","2","2","3","3",NA,"2","2","2","22",NA,NA,NA,"42","6","1","2","2"
"699",699,"3","63","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"63","1","1","2","2"
"700",700,"4","2","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"55","6","1","2","2"
"701",701,"9","5","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"46","10","1","4","2"
"702",702,"37","16","2","2","3","2","2","3","2","2","3","2",NA,"2","2","1","1",NA,NA,NA,"26","16","1","2","2"
"703",703,"2","43","2","1","3","2","2","3","2","2","3","2",NA,"2","2","1","3",NA,NA,NA,"47","16","1","2","2"
"704",704,"28","87","2","2","3","2","2","3","2","2","3","2",NA,"2","3","2","2",NA,NA,NA,"64","1","1","2","2"
"705",705,"9","5","1","2","4","2","1","2","1","1","2","3",NA,"3","3","2","2",NA,NA,NA,"29","10","1","1","1"
"706",706,"2","2","3","2","3","2","5","3","3","4","5","4",NA,"5","2","2","2",NA,NA,NA,"35","17","1","2","4"
"707",707,"7","53","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"23","14","1","2","2"
"708",708,"45","3","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"13","1","1","2","2"
"709",709,"14","81","4","2","3","2","2","3","3","5","5","4",NA,"5","2","2","5",NA,NA,NA,"12","1","1","2","5"
"710",710,"4","55","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,"1","1","1","2","2"
"711",711,"45","86","2","2","3","2","2","3","2","2","3","2",NA,"2","2","1","1",NA,NA,NA,"9","1","1","2","2"
"712",712,"12","41","2","2","3","2","2","3","2","2","3","2",NA,"2","2","1","2",NA,NA,NA,"37","13","1","2","2"
"713",713,"4","90","4","2","3","2","2","3","3","5","5","4",NA,"5","2","2","2",NA,NA,NA,"37","1","1","2","5"
"714",714,"49","33","4","2","3","2","2","3","2","5","5","4",NA,"5","2","2","2",NA,NA,NA,"7","1","1","2","5"
