"","ID","hour0","hour1","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour2","hour20","hour21","hour22","hour23","hour3","hour4","hour5","hour6","hour7","hour8","hour9","total"
"241",241,"27","34","1","1","1","1","3","1","1","1","4","5","25","4","4","1","1","79","2","11","11","1","1","1","3"
"242",242,"46","46","3","3","5","5","5","4","3","4","5","4","3","5","5","1","1","60","22","2","35","1","1","3","4"
"243",243,"11","20","1","1","4","4","1","2","1","1","2","3","3","3","3","1","1","60","4","55","12","1","1","1","1"
"244",244,"25","89","2","2","3","2","2","3","2","2","3","2","90","2","2","1","1","30","29","68","2","1","1","2","2"
"245",245,"24","42","1","1","2","3","4","5","4","3","1","1","25","1","1","1","1","20","44","8","23","1","1","1","1"
"246",246,"52","42","1","1","4","4","1","2","1","1","2","3","14","3","3","1","1","7","41","41","15","1","1","1","1"
"247",247,"47","24","1","1","2","3","4","5","4","3","1","1","4","1","1","1","1","16","24","42","42","1","1","1","1"
"248",248,"7","39","1","1","2","1","4","1","1","1","4","1","22","1","1","1","15","75","3","59","11","1","1","1","1"
"249",249,"23","34","1","1","1","1","6","1","1","1","4","5","8","4","4","1","1","28","9","31","5","1","1","1","3"
"250",250,"24","36","1","1","4","1","1","2","1","1","2","3","59","3","4","1","1","20","42","24","3","1","1","1","1"
"251",251,"35","10","1","1","1","1","3","1","1","1","4","5","10","4","4","1","1","46","37","42","25","7","1","1","3"
"252",252,"42","36","3","3","5","5","5","4","3","4","5","4","22","5","2","1","1","15","40","18","47","1","1","2","4"
"253",253,"7","14","1","1","4","4","1","2","1","1","2","3","78","6","3","6","1","15","6","17","16","1","1","1","1"
"254",254,"11","36","1","1","1","1","3","1","1","1","4","5","22","4","4","1","1","8","26","44","16","1","1","1","1"
"255",255,"2","11","4","3","3","1","2","4","3","5","5","4","68","5","4","1","1","13","36","5","28","1","1","2","4"
"256",256,"10","48","1","1","4","4","1","2","1","1","2","3","22","3","3","1","1","42","28","2","9","1","1","1","1"
"257",257,"17","39","1","1","2","3","4","2","1","1","1","1","75","1","1","1","1","34","7","38","9","1","1","1","1"
"258",258,"11","38","1","1","2","1","4","1","1","1","4","5","11","1","1","1","1","42","40","9","34","1","1","1","1"
"259",259,"11","36","1","2","1","1","3","4","1","1","4","4","55","5","4","1","1","77","63","74","34","1","1","1","3"
"260",260,"2","46","3","3","5","2","2","4","3","2","5","4","49","2","2","1","1","74","63","25","20","1","1","9","2"
"261",261,"21","80","1","1","4","6","1","2","1","1","2","3","75","6","3","1","1","15","71","3","20","1","1","1","1"
"262",262,"17","42","1","2","4","6","1","2","1","1","2","3","9","6","3","1","1","16","8","9","3","1","1","1","1"
"263",263,"7","24","1","1","4","4","1","2","1","1","2","3","72","3","3","1","1","9","8","2","15","1","1","1","1"
"264",264,"11","80","1","1","4","6","1","2","1","1","2","3","49","3","3","1","1","64","22","65","29","1","1","1","1"
"265",265,"29","80","1","1","1","1","3","1","1","1","4","5","40","4","4","1","1","38","5","10","30","1","1","1","3"
"266",266,"37","42","1","1","4","4","1","2","1","1","2","3","31","3","3","1","1","72","26","7","3","1","1","1","1"
"267",267,"11","1","1","1","4","4","1","2","1","1","2","3","53","3","3","1","1","28","29","16","46","1","1","1","1"
"268",268,"21","42","2","2","3","2","2","3","2","2","5","4","11","2","2","1","1","19","52","44","24","1","1","2","2"
"269",269,"2","39","1","1","2","3","4","1","1","1","1","1","14","1","1","1","1","51","78","71","30","1","1","1","1"
"270",270,"49","25","1","1","4","4","1","2","1","1","2","1","58","1","1","1","5","73","27","4","17","1","1","1","1"
"271",271,"12","27","3","2","3","2","2","3","3","5","5","4","3","5","2","1","1","4","13","14","26","1","1","3","4"
"272",272,"56","49","1","1","2","4","1","2","1","1","2","3","3","3","3","1","3","4","34","14","26","1","1","1","1"
"273",273,"1","8","1","1","1","1","3","1","1","1","4","5","63","4","4","1","1","46","40","54","7","1","1","1","3"
"274",274,"2","58","2","2","3","2","2","3","2","2","3","2","36","2","2","1","1","61","42","23","53","1","1","2","2"
"275",275,"30","68","1","1","4","6","1","2","1","1","2","3","21","3","3","1","1","6","23","14","13","1","1","1","1"
"276",276,"12","51","1","4","2","3","4","5","4","3","1","1","85","1","1","1","3","28","22","54","23","1","1","1","1"
"277",277,"40","41","1","1","1","1","1","1","1","1","2","3","47","3","3","1","1","54","13","39","4","1","1","1","1"
"278",278,"9","9","1","1","4","4","1","2","1","1","2","3","37","3","3","1","1","6","48","41","7","1","1","1","1"
"279",279,"45","18","1","1","1","1","3","1","1","1","4","5","49","4","4","1","1","18","52","62","19","1","1","1","3"
"280",280,"17","54","1","1","1","1","3","1","1","1","4","5","3","4","4","1","1","6","39","47","13","1","1","1","1"
"281",281,"58","58","2","2","3","2","1","3","2","2","3","3","53","6","3","1","5","30","1","1","20","1","1","2","2"
"282",282,"35","57","1","1","1","1","3","3","3","1","4","4","58","4","5","1","2","19","32","21","37","1","1","1","3"
"283",283,"26","89","1","1","1","1","3","1","1","1","4","5","71","4","4","1","1","55","77","4","43","1","1","1","3"
"284",284,"56","79","1","2","4","6","1","2","1","1","3","3","84","6","2","1","1","8","15","72","19","1","1","2","1"
"285",285,"59","80","2","2","3","2","2","3","3","2","5","4","11","5","2","1","1","55","11","45","1","1","1","2","2"
"286",286,"57","80","4","5","3","2","2","3","2","2","5","4","25","2","2","1","1","38","27","14","1","1","1","2","2"
"287",287,"10","58","1","2","4","6","1","2","1","1","2","3","88","6","3","1","1","15","8","49","13","1","1","2","1"
"288",288,"62","62","1","1","4","4","1","2","1","1","2","3","77","3","3","1","1","59","52","21","49","1","1","1","1"
"289",289,"55","35","2","2","3","2","2","3","2","2","5","2","38","2","2","1","1","57","43","30","2","1","1","2","2"
"290",290,"2","35","1","1","4","4","1","2","1","1","2","3","36","3","3","1","1","9","21","14","13","1","1","1","1"
"291",291,"31","12","1","1","4","4","1","2","1","1","2","3","52","3","1","1","1","24","14","24","2","1","1","1","1"
"292",292,"8","35","1","2","4","6","1","2","1","1","2","3","63","6","3","1","1","30","74","13","16","1","1","1","1"
"293",293,"2","87","3","3","5","5","5","4","3","4","5","4","39","5","5","1","1","10","73","55","3","1","1","3","4"
"294",294,"25","29","1","1","1","1","3","1","1","1","4","5","36","4","4","1","1","38","41","2","5","1","1","1","3"
"295",295,"26","9","3","3","5","5","5","4","3","4","5","4","41","5","5","1","1","25","2","35","45","1","1","3","4"
"296",296,"51","16","3","3","5","5","5","4","3","4","5","4","55","5","5","1","1","7","29","8","10","22","1","3","4"
"297",297,"32","18","1","1","4","4","1","2","1","1","2","3","58","3","3","1","1","28","45","10","6","1","1","1","1"
"298",298,"22","77","1","1","1","1","3","1","1","1","4","5","63","4","4","1","1","26","23","29","25","1","1","1","1"
"299",299,"44","13","3","3","5","5","5","4","3","4","5","4","36","5","5","1","1","6","54","4","15","1","1","3","4"
"300",300,"38","32","1","1","4","4","1","2","1","1","2","3","71","3","3","1","1","58","59","71","20","1","1","1","1"
"301",301,"1","14","1","1","4","4","1","2","1","1","2","3","55","3","3","1","1","8","49","32","4","1","1","1","1"
"302",302,"52","69","1","1","4","4","1","2","1","1","2","3","14","3","3","1","1","6","30","33","19","1","1","1","1"
"303",303,"30","75","1","1","1","1","3","1","1","1","4","5","48","4","4","1","1","37","1","20","8","1","1","1","1"
"304",304,"32","22","4","1","1","1","3","1","1","1","4","5","46","4","4","1","1","9","49","59","20","1","1","8","3"
"305",305,"13","52","1","1","1","1","3","1","1","1","4","5","39","4","4","1","1","52","30","9","12","1","1","1","1"
"306",306,"24","22","1","1","4","4","1","2","1","1","2","3","48","3","3","1","1","34","41","16","30","1","1","1","1"
"307",307,"52","27","1","1","1","1","3","1","1","1","4","5","69","4","4","1","8","6","4","16","22","1","1","1","3"
"308",308,"58","29","1","1","4","1","1","2","1","1","4","3","73","6","3","12","1","26","52","55","46","1","1","1","1"
"309",309,"21","10","1","1","4","4","1","2","1","1","2","3","49","3","3","1","1","10","68","26","3","1","1","1","1"
"310",310,"1","41","1","1","1","1","3","1","1","1","4","5","74","4","4","1","1","37","55","45","48","1","1","1","3"
"311",311,"2","82","1","1","2","3","4","1","1","1","1","1","67","1","1","1","1","10","22","34","12","1","1","1","1"
"312",312,"4","58","1","1","4","6","1","2","1","1","2","3","74","6","3","1","20","35","24","72","25","1","1","1","1"
"313",313,"37","46","1","1","4","4","1","2","1","1","2","3","67","3","3","1","1","28","32","15","2","1","1","1","1"
"314",314,"9","58","1","1","2","3","4","5","4","3","1","1","68","1","1","1","3","23","27","54","1","1","1","1","1"
"315",315,"2","35","1","1","2","3","4","1","1","1","1","1","59","1","7","1","1","49","19","32","5","1","1","1","1"
"316",316,"2","58","1","1","4","4","1","2","1","1","2","3","52","3","3","1","1","54","68","47","22","1","1","1","1"
"317",317,"2","40","1","1","1","1","1","1","1","1","2","3","27","6","3","1","1","70","33","14","8","1","1","1","1"
"318",318,"38","34","1","1","2","3","4","1","4","3","1","1","38","1","1","1","1","38","61","75","6","1","1","1","1"
"319",319,"4","71","1","1","2","3","4","1","4","1","1","1","77","1","1","1","1","42","40","32","13","1","1","1","1"
"320",320,"53","64","1","1","2","3","4","5","4","3","1","1","31","1","1","1","1","39","1","74","8","1","1","1","1"
"321",321,"37","71","1","1","1","1","3","1","1","1","4","5","52","4","4","1","4","55","8","44","16","1","1","1","3"
"322",322,"22","88","3","1","1","1","3","1","1","1","4","4","65","5","4","1","21","14","8","56","2","1","1","1","3"
"323",323,"38","41","1","1","2","3","4","1","1","1","1","1","11","1","1","1","2","4","39","5","35","1","1","1","1"
"324",324,"35","19","2","2","3","2","2","3","2","2","5","4","21","2","2","1","1","47","16","26","13","1","1","2","2"
"325",325,"41","79","2","2","3","2","2","4","3","2","5","4","53","5","2","1","4","28","15","4","11","11","1","2","4"
"326",326,"4","51","1","1","4","4","1","2","1","1","2","3","50","3","3","1","1","55","3","25","23","1","1","1","1"
"327",327,"15","50","1","1","1","4","1","2","1","1","2","3","31","3","3","1","1","39","29","49","5","1","1","1","1"
"328",328,"63","88","1","1","4","4","1","2","1","1","2","3","20","3","3","1","1","64","24","28","1","1","1","1","1"
"329",329,"35","39","4","2","3","2","2","3","3","5","5","4","59","5","5","1","1","25","25","49","41","1","1","2","5"
"330",330,"37","68","1","1","4","4","1","2","1","1","2","3","93","3","3","1","1","3","30","33","16","1","1","1","1"
"331",331,"8","74","1","1","1","1","3","1","1","1","4","5","89","4","1","1","1","9","31","14","30","1","1","1","1"
"332",332,"59","35","1","1","2","3","4","2","1","1","2","3","9","1","1","1","1","66","55","49","7","1","1","1","1"
"333",333,"2","49","1","1","4","1","1","2","1","1","5","3","2","3","3","1","1","64","29","16","27","1","1","1","1"
"334",334,"58","49","1","1","1","1","3","1","1","1","4","5","93","4","4","1","1","8","28","10","35","1","1","1","3"
"335",335,"21","59","1","1","2","3","4","1","1","1","1","1","55","1","1","1","12","7","15","20","27","1","1","1","1"
"336",336,"26","50","2","2","3","2","2","3","2","2","3","2","10","2","2","1","1","35","27","34","18","1","1","2","2"
"337",337,"59","25","1","1","4","4","1","2","1","1","2","3","36","3","3","1","1","20","61","58","8","2","1","1","1"
"338",338,"2","46","1","2","1","1","3","1","1","1","5","4","73","4","4","1","1","35","9","48","20","2","1","1","3"
"339",339,"7","88","1","1","1","1","3","1","1","1","4","5","11","4","4","1","12","46","11","63","20","1","1","1","3"
"340",340,"4","12","3","3","5","5","5","4","3","4","5","4","36","5","5","1","1","64","7","13","1","1","1","3","4"
"341",341,"2","29","1","1","2","3","4","1","1","1","1","1","6","1","1","1","1","30","17","13","56","1","1","1","1"
"342",342,"49","42","1","1","4","4","1","2","1","1","2","3","59","3","3","1","1","3","27","25","17","1","1","1","1"
"343",343,"52","56","1","1","4","6","1","2","1","1","2","3","10","6","3","1","1","10","39","37","17","1","1","1","1"
"344",344,"35","64","1","1","4","1","1","2","1","1","2","3","6","6","3","1","6","17","79","29","30","22","1","1","1"
"345",345,"29","62","1","1","4","4","1","2","1","1","2","3","30","3","3","1","1","76","56","76","41","1","1","1","1"
"346",346,"2","59","2","2","3","2","2","3","2","2","3","2","10","2","2","1","1","3","76","4","5","1","1","2","2"
"347",347,"12","29","1","1","1","1","3","1","1","1","4","5","52","4","4","1","1","44","16","23","12","1","1","1","1"
"348",348,"29","42","1","1","1","1","1","1","1","1","4","5","6","4","3","1","1","44","49","7","5","1","1","1","1"
"349",349,"2","34","1","1","4","6","1","2","1","1","2","3","46","6","3","1","13","41","25","15","27","1","1","1","1"
"350",350,"62","42","1","1","4","6","1","2","1","1","2","3","52","3","3","1","1","21","42","28","10","1","1","1","1"
"351",351,"29","12","1","1","4","4","1","2","1","1","2","3","12","3","3","1","1","64","16","57","8","1","1","1","1"
"352",352,"4","31","1","1","1","1","3","1","1","1","4","5","46","4","4","1","1","27","12","61","47","1","1","1","1"
"353",353,"56","9","1","1","1","1","3","1","1","1","4","5","66","4","4","1","1","58","58","52","19","1","1","1","3"
"354",354,"7","69","1","1","1","1","3","1","1","1","4","5","24","4","4","1","20","18","12","58","21","1","1","1","1"
"355",355,"31","67","1","1","2","3","4","5","1","3","1","1","50","1","1","1","1","27","60","39","1","1","1","1","1"
"356",356,"2","15","1","6","1","1","3","1","1","1","5","4","47","5","3","1","1","3","27","1","35","6","1","1","3"
"357",357,"32","56","1","1","1","1","3","1","1","1","4","5","26","4","4","1","2","41","58","15","12","1","1","1","3"
"358",358,"60","69","2","2","3","2","2","3","2","2","3","4","20","6","2","1","9","58","75","3","8","1","1","2","2"
"359",359,"12","82","1","1","1","1","3","1","1","1","4","5","50","4","4","1","1","19","72","70","5","1","1","1","3"
"360",360,"31","61","1","1","4","4","1","2","1","1","2","3","12","3","3","1","1","38","8","40","2","1","1","1","1"
"361",361,"5","62","1","1","1","1","3","1","1","1","4","5","2","4","1","1","1","36","63","70","52","1","1","1","1"
"362",362,"4","62","2","2","3","2","2","3","2","2","5","4","16","2","2","1","4","3","60","19","4","1","1","2","2"
"363",363,"40","74","1","1","4","4","1","2","1","1","2","3","15","3","3","1","2","8","56","28","24","1","1","1","1"
"364",364,"2","74","4","2","3","2","2","3","2","2","5","4","7","2","9","1","1","21","18","35","40","1","1","2","2"
"365",365,"38","59","1","1","4","6","1","2","1","1","2","3","14","6","8","1","1","41","31","4","7","1","1","1","1"
"366",366,"20","41","1","1","4","4","1","2","1","1","2","3","12","3","3","1","1","21","60","17","54","1","1","1","1"
"367",367,"54","41","2","2","3","2","2","3","2","2","5","2","12","2","2","1","10","29","18","58","6","13","1","2","2"
"368",368,"11","41","4","2","3","2","2","3","3","5","5","4","79","5","2","1","1","38","63","29","44","1","1","2","5"
"369",369,"12","15","1","6","1","1","3","3","1","1","5","4","82","5","2","1","1","68","36","14","38","1","1","1","3"
"370",370,"4","82","1","1","1","1","3","1","1","1","4","5","20","4","4","1","4","38","36","27","35","1","1","1","1"
"371",371,"36","48","1","2","1","1","3","1","3","1","4","5","74","5","5","1","24","41","65","10","18","1","1","1","3"
"372",372,"42","87","1","1","1","1","3","1","1","1","4","5","29","4","3","1","10","14","20","66","54","1","1","1","1"
"373",373,"37","87","2","2","3","2","2","3","2","2","5","2","19","2","2","1","1","19","14","1","51","1","1","2","2"
"374",374,"1","80","1","1","1","1","3","1","1","1","4","5","29","4","4","1","1","21","75","17","4","1","1","1","1"
"375",375,"2","39","1","1","4","6","1","2","1","1","2","3","58","3","3","1","1","27","58","66","21","1","1","1","1"
"376",376,"57","61","1","1","1","1","1","1","1","1","2","3","79","3","3","1","1","8","25","17","30","10","1","1","1"
"377",377,"12","56","1","2","1","1","5","4","3","4","5","4","7","5","5","1","1","7","29","39","57","1","1","1","4"
"378",378,"2","69","1","1","2","3","4","5","4","3","1","1","37","1","1","13","1","18","16","28","14","2","1","1","1"
"379",379,"4","10","1","1","1","1","3","1","1","1","4","5","23","6","1","1","1","58","54","7","54","1","1","1","3"
"380",380,"10","31","2","2","3","2","2","3","2","2","5","4","61","2","2","1","1","8","23","51","1","1","1","2","2"
"381",381,"1","39","1","1","2","3","4","1","1","1","2","1","61","1","1","1","24","66","58","21","13","1","1","1","1"
"382",382,"12","8","1","1","1","1","3","1","1","1","4","5","7","4","4","1","1","34","25","39","13","1","1","1","3"
"383",383,"28","4","2","2","3","2","2","3","2","2","3","2","57","2","2","1","1","41","6","40","13","1","1","2","2"
"384",384,"12","4","1","1","1","1","3","1","1","1","4","5","43","4","4","1","1","28","5","27","21","1","1","1","3"
"385",385,"15","31","3","6","3","1","3","4","3","5","5","4","85","5","4","1","1","27","29","71","58","1","1","1","5"
"386",386,"7","35","4","2","3","2","2","3","2","2","5","4","87","2","2","1","3","12","8","13","2","1","1","3","2"
"387",387,"10","22","1","4","2","3","4","5","4","3","1","1","29","1","1","1","1","44","2","29","5","1","1","1","1"
"388",388,"26","11","1","1","1","1","3","1","1","1","4","5","37","4","4","1","1","18","12","7","39","1","1","1","3"
"389",389,"12","72","1","1","2","3","4","5","4","3","1","1","23","1","1","1","1","12","5","10","9","1","1","1","1"
"390",390,"32","31","4","1","1","1","3","1","1","1","4","5","23","4","4","1","1","29","14","58","32","1","1","1","3"
"391",391,"22","11","1","1","1","1","3","1","1","1","4","5","3","4","4","1","12","46","5","66","21","1","1","1","3"
"392",392,"8","31","3","3","5","5","5","4","3","4","5","4","42","5","5","1","1","58","31","13","9","7","1","3","4"
"393",393,"7","81","2","2","3","2","2","3","2","2","3","2","29","2","2","1","1","45","12","27","53","1","1","2","2"
"394",394,"22","20","3","3","5","5","5","4","3","4","5","4","61","5","5","1","1","69","5","13","34","1","1","3","4"
"395",395,"13","23","3","3","5","5","5","4","3","4","5","4","18","5","5","1","1","68","1","13","3","1","1","3","4"
"396",396,"20","49","1","2","1","1","3","4","1","5","4","5","18","5","4","1","1","9","21","39","10","1","1","1","3"
"397",397,"8","39","1","1","4","4","1","2","1","1","2","3","69","3","3","1","1","6","21","19","42","1","1","1","1"
"398",398,"22","54","1","1","1","1","3","1","1","1","4","5","57","4","4","1","1","44","23","75","20","2","1","1","3"
"399",399,"2","19","1","1","4","4","1","2","1","1","2","3","7","3","3","1","1","66","50","40","24","1","1","1","1"
"400",400,"38","68","1","1","4","4","1","2","1","1","2","3","18","3","3","1","1","43","16","4","7","1","1","1","1"
"401",401,"2","30","2","2","3","2","2","2","2","2","2","3","3","6","3","1","1","52","56","3","42","1","1","2","2"
"402",402,"33","14","1","1","4","4","1","2","1","1","2","3","35","3","3","1","1","52","11","1","2","1","1","1","1"
"403",403,"22","14","1","1","4","4","1","2","1","1","2","3","5","3","3","1","1","60","48","27","8","1","1","1","1"
"404",404,"8","12","2","2","3","2","2","3","2","2","3","2","37","2","2","1","1","70","42","57","32","1","1","2","2"
"405",405,"32","46","2","2","3","2","1","2","1","1","2","3","43","6","3","1","1","76","8","22","19","1","1","2","2"
"406",406,"46","1","1","1","1","1","3","1","1","1","4","5","21","4","4","1","1","69","56","12","34","1","1","1","1"
"407",407,"7","12","1","1","4","6","1","2","1","1","2","3","21","6","3","1","1","26","73","7","44","1","1","1","1"
"408",408,"1","72","1","1","2","3","4","1","1","1","2","1","7","1","1","1","1","43","40","23","65","1","1","1","1"
"409",409,"33","24","3","2","3","5","5","4","3","4","5","4","9","5","2","1","22","7","60","66","18","1","1","2","4"
"410",410,"4","72","2","2","3","2","2","3","2","2","3","2","7","2","2","1","1","52","18","7","57","1","1","2","2"
"411",411,"55","72","1","1","1","1","3","1","1","1","4","5","7","4","4","1","1","13","31","65","7","1","1","1","1"
"412",412,"56","14","3","3","3","5","5","4","3","4","5","4","42","5","2","1","1","3","73","7","14","1","1","2","4"
"413",413,"46","73","1","1","1","1","3","1","1","1","4","5","21","4","4","1","1","75","61","13","1","1","1","1","1"
"414",414,"1","6","1","1","4","4","1","2","1","1","2","3","64","3","3","1","2","40","34","40","43","1","1","1","1"
"415",415,"1","35","1","1","1","1","3","1","1","1","4","5","28","4","1","1","3","7","76","15","55","1","1","1","1"
"416",416,"1","17","1","1","4","4","1","2","1","1","2","3","23","3","3","1","1","56","11","17","3","1","1","1","1"
"417",417,"1","6","1","1","1","1","3","1","1","1","4","5","43","4","4","1","1","24","5","49","20","1","1","1","1"
"418",418,"6","46","1","1","4","4","1","2","1","1","2","3","7","3","3","1","1","39","43","54","7","1","1","1","1"
"419",419,"19","33","1","1","4","4","1","2","1","1","2","3","7","3","3","12","3","50","63","4","7","1","1","1","1"
"420",420,"46","73","4","2","3","2","2","3","3","5","5","4","18","5","2","9","3","7","12","21","50","1","1","2","5"
"421",421,"1","27","1","4","2","3","4","5","4","3","1","1","21","1","1","3","3","18","7","62","38","1","1","1","1"
"422",422,"18","22","1","4","2","3","4","5","4","3","1","1","15","1","1","7","3","42","28","47","7","1","1","1","1"
"423",423,"1","4","1","4","2","3","4","5","4","3","1","1","5","1","1","3","3","41","71","4","35","1","1","1","1"
"424",424,"1","5","1","4","2","3","4","5","4","3","1","1","45","1","1","3","11","51","2","1","7","3","1","1","1"
"425",425,"6","5","5","4","6","3","7","5","4","3","1","6","85","7","6","3","3","11","26","18","5","5","1","1","6"
"426",426,"19","5","1","4","2","3","4","5","4","3","1","1","16","1","1","3","3","24","45","62","3","1","1","1","1"
"427",427,"26","5","1","4","2","3","4","5","4","3","1","1","9","1","1","3","3","4","51","50","21","1","1","1","1"
"428",428,"2","6","1","4","2","3","4","5","4","3","1","1","18","1","1","3","1","23","24","14","48","5","1","1","1"
"429",429,"1","1","1","4","2","3","4","5","4","3","1","1","7","1","1","5","1","17","43","18","11","1","1","1","1"
"430",430,"21","85","1","4","2","3","4","5","1","3","1","1","30","1","1","4","3","68","64","8","62","1","1","1","1"
"431",431,"1","1","1","4","2","3","4","5","4","3","1","1","19","1","1","1","19","48","67","3","30","3","1","1","1"
"432",432,"19","15","5","4","6","3","7","5","4","3","1","6","69","7","6","3","3","51","61","66","7","1","1","1","6"
"433",433,"2","15","5","4","6","3","7","5","4","3","1","6","64","7","6","5","1","29","57","20","19","1","1","1","6"
"434",434,"28","6","1","1","1","1","3","1","1","1","4","5","5","4","4","1","1","48","69","40","14","1","1","1","3"
"435",435,"1","26","1","1","1","1","3","1","1","1","4","5","44","4","4","3","1","47","47","38","26","1","1","1","1"
"436",436,"21","85","1","4","2","3","4","5","4","3","1","1","43","1","1","3","3","58","28","52","50","18","1","1","1"
"437",437,"1","1","1","4","2","3","4","5","4","3","1","1","44","1","1","3","3","1","19","44","3","3","1","1","1"
"438",438,"6","7","1","4","2","3","4","5","4","3","1","1","23","1","1","3","3","57","31","18","50","1","1","1","1"
"439",439,"19","1","1","4","2","3","4","5","4","3","1","1","65","1","1","3","3","2","57","28","30","1","1","1","1"
"440",440,"23","7","1","1","1","1","3","1","1","1","4","5","18","4","4","1","3","17","13","25","2","1","1","1","1"
"441",441,"23","88","1","1","2","3","4","1","1","3","1","1","37","1","1","3","3","32","53","41","50","15","1","1","1"
"442",442,"1","6","1","4","2","3","4","5","4","3","1","1","51","1","1","3","3","51","21","63","2","1","1","1","1"
"443",443,"55","5","1","1","2","3","4","1","4","3","1","1","82","1","1","3","3","37","68","17","14","3","1","1","1"
"444",444,"18","5","1","1","2","3","4","1","4","3","1","1","37","1","1","3","3","11","4","47","4","1","1","1","1"
"445",445,"19","1","1","4","2","3","4","5","4","3","1","1","73","1","1","3","3","23","57","24","17","1","1","1","1"
"446",446,"23","73","1","4","2","3","4","5","4","3","1","1","12","1","1","3","3","2","5","8","29","1","1","1","1"
"447",447,"1","1","1","4","2","3","4","5","4","3","1","1","16","1","1","3","3","40","7","27","31","21","1","1","1"
"448",448,"1","1","1","4","2","3","4","5","4","3","1","1","42","1","1","3","19","2","51","18","32","9","1","1","1"
"449",449,"1","1","1","4","2","3","4","5","4","3","1","1","18","1","1","5","3","1","69","28","11","7","1","1","1"
"450",450,"1","1","1","4","2","3","4","5","4","3","1","1","53","1","1","8","3","73","71","53","57","9","1","1","1"
"451",451,"6","1","5","4","6","3","7","5","4","3","1","6","21","7","6","7","15","31","57","4","2","3","1","7","6"
"452",452,"18","1","5","4","6","3","7","5","4","3","1","6","82","7","6","5","3","54","5","37","3","9","1","7","6"
"453",453,"1","7","5","4","6","3","7","5","4","3","1","6","41","7","6","3","19","22","18","55","31","9","1","7","6"
"454",454,"42","27","5","4","6","3","7","5","4","3","1","6","45","7","6","7","3","1","47","49","26","9","1","1","6"
"455",455,"1","27","5","4","6","3","7","5","4","3","1","6","23","7","6","4","3","24","69","56","2","5","1","1","6"
"456",456,"1","7","1","4","2","3","4","5","4","3","1","1","44","1","1","7","3","51","48","72","2","1","1","1","1"
"457",457,"18","1","1","4","2","3","4","5","4","3","1","1","92","1","1","3","3","65","61","15","11","25","1","1","1"
"458",458,"33","15","1","4","2","3","4","5","4","3","1","1","3","1","1","3","3","60","57","56","39","5","1","1","1"
"459",459,"1","1","5","4","6","3","7","5","4","3","1","6","87","7","6","3","3","65","45","73","20","1","1","1","6"
"460",460,"1","14","1","4","2","3","7","5","4","3","1","1","70","1","6","3","3","11","57","18","31","3","1","1","1"
"461",461,"1","85","1","4","2","3","4","5","4","3","1","1","37","1","1","3","3","73","41","2","40","1","1","1","1"
"462",462,"6","1","1","4","2","3","4","5","4","3","1","1","32","1","1","4","3","1","67","33","46","23","1","1","1"
"463",463,"1","38","1","4","2","3","4","5","4","3","1","1","7","1","1","3","3","31","67","5","3","1","1","1","1"
"464",464,"1","1","1","4","2","3","4","5","4","3","1","1","2","1","1","3","3","5","5","60","4","1","1","1","1"
"465",465,"33","21","1","4","2","3","4","5","4","3","1","1","28","1","1","3","3","24","2","41","39","1","1","1","1"
"466",466,"1","4","1","4","2","3","4","5","4","3","1","1","17","1","1","4","3","72","57","75","55","1","1","1","1"
"467",467,"1","7","1","4","2","3","4","5","4","3","1","1","19","1","1","3","17","12","41","6","21","9","1","1","1"
"468",468,"1","1","1","4","2","3","4","5","4","1","1","1","18","1","1","3","3","1","35","50","7","5","1","1","1"
"469",469,"31","14","1","4","2","3","4","5","4","3","1","1","89","1","1","3","3","39","23","39","27","9","1","1","1"
"470",470,"19","21","1","4","2","3","4","5","4","3","1","1","44","1","1","3","3","1","55","9","40","11","1","1","1"
"471",471,"1","41","5","4","6","3","7","5","4","3","1","6","5","7","6","3","3","31","28","5","12","1","1","1","6"
"472",472,"1","7","1","4","2","3","4","5","4","3","1","1","3","1","1","3","17","2","62","33","28","21","1","1","1"
"473",473,"1","1","1","4","2","3","4","5","4","3","1","1","81","1","1","3","3","54","69","15","14","1","1","1","1"
"474",474,"34","17","1","4","2","3","4","5","4","3","1","1","32","1","1","3","3","33","32","68","7","1","1","1","1"
"475",475,"1","7","1","4","2","3","4","5","4","3","1","1","60","1","1","3","3","11","28","11","7","3","1","1","1"
"476",476,"16","6","1","4","2","3","4","5","4","3","1","1","32","1","1","3","3","51","53","71","2","1","1","1","1"
"477",477,"58","1","1","4","2","3","4","5","4","3","1","1","82","1","1","3","3","33","53","56","14","1","1","1","1"
"478",478,"5","7","1","4","2","3","4","5","4","3","1","1","54","1","1","3","5","2","11","34","7","5","1","1","1"
"479",479,"6","17","1","4","8","3","7","5","4","3","1","1","42","7","1","3","3","10","43","45","13","1","1","1","1"
"480",480,"1","5","1","4","2","3","4","5","4","3","1","1","8","1","1","3","3","20","64","68","12","5","1","1","1"
"481",481,"1","84","5","4","6","3","7","5","4","3","1","6","1","7","6","3","3","4","38","33","31","1","1","1","6"
"482",482,"16","1","1","4","2","3","4","5","4","3","1","1","13","1","1","3","3","5","31","2","46","1","1","1","1"
"483",483,"5","59","1","4","2","3","4","5","4","3","1","1","25","1","1","1","5","5","55","30","38","1","1","1","1"
